architecture,cond_W
LocalDeepSkip_8_1,940.2651357472447
LocalRFM_8_1,942.5078277854155
LocalDeepRFMN_8_1,88.60130825307245
LocalDeepRFM_8_1,833.3527642789215
LocalDeepSkipN_8_1,17.3983942284801
