l,model_seed,train_index,test_index,tau_f_nmse,tau_f_se,nmse,se
0.0,29172830.0,54366.0,190.0,0.27240000000000003,0.3632,0.3758666203014513,0.24764972036248478
1.0,20312354.0,62864.0,480.0,0.29510000000000003,0.3632,0.3191965777367578,0.2316917468834938
2.0,10743192.0,50040.0,49.0,0.29510000000000003,0.3178,0.2505961240469249,0.2326068267396111
3.0,78704992.0,53274.0,115.0,0.2043,0.2497,0.30095787031667304,0.22067529331121097
4.0,52824072.0,10813.0,491.0,0.3178,0.3632,0.30901307406534323,0.23607685742563433
5.0,85551322.0,4105.0,368.0,0.227,0.27240000000000003,0.3150818477236303,0.24115046170556748
6.0,11537652.0,72560.0,118.0,0.29510000000000003,0.3405,0.30174546798555024,0.2288372603223181
7.0,10236352.0,37188.0,305.0,0.2043,0.2497,0.29951458520910057,0.24937818276877627
8.0,51927957.0,16818.0,125.0,0.2497,0.27240000000000003,0.29382763107343174,0.22274956337095322
9.0,88213243.0,67002.0,348.0,0.3632,0.3859,0.26130546826412565,0.23301730107760585
10.0,76228081.0,81901.0,385.0,0.29510000000000003,0.3632,0.32571857737097176,0.24560182512328965
11.0,28121926.0,75208.0,344.0,0.1816,0.2497,0.3882941940536775,0.22277572590878453
12.0,2872483.0,12016.0,118.0,0.3178,0.3859,0.31999492544132546,0.24038479191517903
13.0,50267909.0,88916.0,471.0,0.1816,0.2043,0.2635823912059373,0.23221068492961222
14.0,49044885.0,29720.0,185.0,0.27240000000000003,0.29510000000000003,0.25685288333773315,0.24358646819827537
15.0,93388711.0,65380.0,413.0,0.227,0.27240000000000003,0.3199651061623941,0.24162445885800743
16.0,48376461.0,70257.0,337.0,0.27240000000000003,0.3632,0.39098045382295366,0.2306452372156869
17.0,46382152.0,90378.0,295.0,0.227,0.27240000000000003,0.3585087016024188,0.2353111069005511
18.0,47315491.0,45601.0,200.0,0.1816,0.227,0.31694787510465083,0.2377879303934376
19.0,44076100.0,22554.0,446.0,0.27240000000000003,0.3178,0.2892929350587908,0.2467197714597555
20.0,90274887.0,61719.0,395.0,0.227,0.27240000000000003,0.33553989606238643,0.24080199580018433
21.0,47472529.0,12544.0,228.0,0.29510000000000003,0.3632,0.37847047142869816,0.23545529757252673
22.0,77204019.0,62926.0,296.0,0.227,0.27240000000000003,0.33587718172152536,0.2208719634425504
