l,model_seed,train_index,test_index,tau_f_nmse,tau_f_se,nmse,se
0.0,50947843.0,36996.0,1582.0,10.2284,11.5024,0.06410014920600891,0.04982226515132846
1.0,73833918.0,114535.0,1086.0,12.1394,12.103,0.036607152364489,0.08920167506198669
2.0,47366926.0,67182.0,1043.0,9.919,11.1384,0.03808417887415615,0.04012934603722507
3.0,21670461.0,52879.0,1158.0,12.1576,12.1212,0.04895533503564864,0.07750578276640012
4.0,97085642.0,33603.0,2483.0,11.8118,14.2688,0.034657436298355646,0.044168859109791285
5.0,85010309.0,100740.0,1165.0,12.3396,12.3214,0.048509948914447334,0.052804414729113604
6.0,76830683.0,44892.0,2828.0,9.4458,9.4276,0.04592128912666402,0.05409987586975371
7.0,50338593.0,147038.0,741.0,8.8816,8.827,0.03723652863442295,0.1363011502469549
8.0,81052099.0,139211.0,1818.0,11.8118,11.775400000000001,0.04121788628517723,0.06988368921825189
9.0,20930015.0,171502.0,1667.0,10.3558,10.3558,0.038668594918829076,0.04966076418189653
10.0,29861089.0,114840.0,4039.0,10.719800000000001,11.9574,0.029048077905450866,0.03829961979189422
11.0,74086799.0,128488.0,3240.0,12.849200000000002,12.831000000000001,0.04198501530258128,0.0621208787486145
12.0,76830254.0,20104.0,2811.0,12.958400000000001,14.196000000000002,0.03403195319412578,0.03671248987981131
13.0,76378079.0,155093.0,1602.0,9.5914,11.4296,0.03922284044814235,0.04363014423255323
14.0,26722483.0,47620.0,1322.0,11.939200000000001,11.902800000000001,0.04793988906517122,0.09738683696950418
15.0,37478493.0,146936.0,4007.0,9.5914,12.0302,0.030784703030428757,0.037007456656435754
16.0,89576933.0,35352.0,1029.0,10.7744,10.719800000000001,0.04576357298516866,0.11968774177921655
17.0,76138872.0,178353.0,2813.0,11.2476,11.8664,0.03147123051442393,0.0494375753474753
18.0,5737290.0,34074.0,3764.0,10.1556,11.3568,0.03294646423130944,0.03570152904063869
19.0,24173703.0,11179.0,621.0,10.0464,10.0464,0.04004111263861622,0.04928492570887538
20.0,60692519.0,114942.0,828.0,13.3406,14.56,0.04522743452341847,0.04275119141183777
21.0,11059433.0,147657.0,2940.0,10.865400000000001,12.685400000000001,0.04489279761850596,0.04026163486547923
