l,model_seed,train_index,test_index,tau_f_nmse,tau_f_se,nmse,se
0.0,20233635.0,93960.0,1407.0,10.9746,10.9746,0.044222812944323384,0.04525191540689863
1.0,22565622.0,153833.0,2340.0,8.171800000000001,9.991800000000001,0.04219006623958277,0.047245788402397876
2.0,57952909.0,60111.0,322.0,11.011000000000001,11.029200000000001,0.06119573282717833,0.04944714371195439
3.0,68479088.0,84088.0,910.0,9.9008,9.8644,0.039908560821033105,0.08030216521056092
4.0,21807282.0,152405.0,3117.0,9.9008,11.757200000000001,0.03395552940092509,0.04465997198957309
5.0,68051010.0,99500.0,3821.0,8.481200000000001,8.4266,0.04009104109107401,0.14267489049147747
6.0,61296169.0,20820.0,2893.0,8.608600000000001,8.5722,0.03927968898205384,0.07130536853082044
7.0,1822809.0,46992.0,3022.0,9.555,9.555,0.03926127013113269,0.048566082410627556
8.0,92746429.0,25982.0,3649.0,8.4084,8.3538,0.049001780477535395,0.14617829441211364
9.0,58262307.0,94739.0,1425.0,9.919,10.5196,0.025444091652120006,0.039334312030966115
10.0,72666186.0,178805.0,881.0,10.5378,11.757200000000001,0.03837279157352917,0.04141698528851445
11.0,13645628.0,81445.0,173.0,9.227400000000001,9.1182,0.03569776531543402,0.2070668960863947
12.0,22968973.0,123528.0,3000.0,6.643000000000001,10.2466,0.04233525164279084,0.04082449997664378
13.0,28049047.0,174900.0,2102.0,9.1364,9.081800000000001,0.03919829927539499,0.13041394014161584
14.0,19636466.0,61327.0,2610.0,9.227400000000001,9.282,0.10557319830688419,0.04971175596406
15.0,78357907.0,65445.0,2779.0,7.680400000000001,10.101,0.037566636157600045,0.036470668412864865
16.0,75896088.0,72960.0,1985.0,10.264800000000001,11.466000000000001,0.04994182356774275,0.04498077100432455
17.0,86096328.0,13292.0,1843.0,9.536800000000001,11.3568,0.04086845842320751,0.037722372213946705
18.0,5088605.0,148768.0,3645.0,6.8068,9.828000000000001,0.04505877077962576,0.041870603366399674
19.0,27598608.0,67500.0,3615.0,10.7744,10.7562,0.04195309821582087,0.07598973023257727
20.0,14257044.0,141387.0,3392.0,7.4074,10.4468,0.03437598175566384,0.04109538231762438
21.0,24693660.0,132631.0,973.0,9.5914,10.8108,0.02393654604903255,0.03848765152692142
22.0,84996883.0,148227.0,3960.0,9.282,9.2456,0.039377097436323394,0.09391844118767943
23.0,2260159.0,89180.0,3803.0,10.192,10.7744,0.037961823337692616,0.044435412308485536
24.0,73616304.0,145034.0,636.0,10.8472,10.865400000000001,0.05709016658353179,0.04665699747109203
25.0,18977125.0,167164.0,1848.0,7.189,10.7926,0.027849425985482436,0.03620567104460953
26.0,75505589.0,88012.0,3150.0,9.536800000000001,9.555,0.06406198380207814,0.04947407487654886
27.0,446311.0,61278.0,93.0,9.809800000000001,10.4468,0.032275612223825634,0.042375349327341646
28.0,78671157.0,90252.0,3085.0,8.2082,8.1536,0.04293243682670701,0.20116078988008954
29.0,88947214.0,35727.0,1516.0,10.7926,11.4114,0.033710154128501375,0.045448900933916056
30.0,36705635.0,68845.0,945.0,9.4458,9.4094,0.04050931785554864,0.07338497640345203
31.0,92099437.0,75726.0,3304.0,8.608600000000001,8.5722,0.03822262765180981,0.07014920723354372
32.0,22655121.0,138261.0,1915.0,9.518600000000001,9.5004,0.041525021010156954,0.054795157503697456
33.0,63724244.0,121230.0,824.0,8.8088,8.772400000000001,0.043918254598216945,0.06834162027285358
34.0,62089667.0,17363.0,4045.0,10.2284,10.2102,0.04321944774514376,0.05196968114764111
35.0,92003057.0,26874.0,948.0,10.6106,11.8846,0.05687267655519904,0.04668997732035206
36.0,63877999.0,127608.0,3862.0,9.4094,9.373000000000001,0.04046085978002367,0.0708100059818737
37.0,40527093.0,61361.0,305.0,8.9726,8.918000000000001,0.04042608148851424,0.15332633734619647
38.0,22103941.0,5829.0,3012.0,11.156600000000001,11.1384,0.04421730701213468,0.05582742677851364
39.0,44287066.0,135886.0,1121.0,5.8422,11.2112,0.08013446196661837,0.04951170347232269
40.0,23854537.0,10746.0,3618.0,3.8402000000000003,3.7310000000000003,0.04169371580801008,0.08357915289934409
41.0,31406619.0,92512.0,2106.0,9.8826,9.8644,0.041756835896207635,0.054395957275429445
42.0,94261777.0,159721.0,3072.0,9.1728,9.1182,0.045673873197883665,0.1261243938313897
43.0,7110243.0,4267.0,2516.0,9.6096,10.7926,0.05027458629897661,0.049012890673594
44.0,48207728.0,21291.0,3976.0,9.0272,9.009,0.04308509970160904,0.06822744689861351
45.0,87065797.0,132783.0,3386.0,8.772400000000001,9.991800000000001,0.03562136861366469,0.04229565098655545
46.0,58698389.0,146094.0,4526.0,9.3002,10.592400000000001,0.04223852084614755,0.0462632205263587
47.0,77748334.0,85539.0,1495.0,7.8260000000000005,9.6278,0.029037382903081516,0.03486033287151835
48.0,5403287.0,24268.0,419.0,8.4994,10.3376,0.03705552111954622,0.049454253861218204
49.0,55080478.0,178168.0,905.0,10.556000000000001,10.556000000000001,0.03903654357769248,0.045251382537737715
50.0,40047464.0,14445.0,2914.0,10.4468,10.428600000000001,0.04119907994533156,0.07062455950995553
51.0,79286976.0,56768.0,93.0,9.8826,10.5378,0.04781646835809794,0.04695452464449073
52.0,22750384.0,121877.0,1487.0,8.8088,8.7542,0.04849819739695256,0.1757090501777298
53.0,43749417.0,58862.0,3827.0,14.0686,14.632800000000001,0.02502735696708997,0.03595516337090198
54.0,59294971.0,22416.0,144.0,11.5752,12.1576,0.031386093910613644,0.04876531268318267
55.0,94816641.0,140504.0,488.0,9.3002,9.282,0.0405408219003946,0.06041404511326939
