D_r,B,beta,tau_f_nmse_mean,tau_f_se_mean,nmse_mean,se_mean,tau_f_nmse_std,tau_f_se_std,nmse_std,se_std
4096,1,9.28e-08,6.0926800000000005,6.31514,0.3473291870955869,0.2478502052490352,1.780944843896071,1.8187927900121,0.0261154531157482,0.0018398530574099
