D_r,B,beta,tau_f_nmse_mean,tau_f_se_mean,nmse_mean,se_mean,tau_f_nmse_std,tau_f_se_std,nmse_std,se_std
512,1,3.1600000000000003e-09,4.540000000000001,4.6852800000000006,0.1155112313207978,0.0876001916654615,0.6010143841872675,0.5411462898329805,0.0068067428620402,0.0016261134240619
1024,1,3.1600000000000005e-08,5.661380000000001,5.802120000000001,0.1224431281828885,0.0875155310820287,1.3233924784431867,1.3006129370416086,0.0128499334016188,0.0017458426922169
2048,1,8.92e-08,5.715860000000001,5.84752,0.1067701295761449,0.0880866623042702,0.5894137070004393,0.6517311922871268,0.0105189244730877,0.0010138575459745
4096,1,9.64e-08,6.964360000000001,7.114180000000001,0.123964868394277,0.0872821479659693,1.8572706636352172,1.8902844883773449,0.0074522839267102,0.0024223090672941
8192,1,4.24e-07,7.03246,7.20044,0.1233133216379392,0.0876928470181938,1.5279477749582937,1.5157583986242666,0.020647422335119,0.0012489460086197
16384,1,2.08e-06,7.409280000000002,7.595420000000001,0.1380925030354093,0.0884599182160651,1.311168191728277,1.2803484201575757,0.0145487672188695,0.0013291504151378
