D_r,B,beta,tau_f_nmse_mean,tau_f_se_mean,nmse_mean,se_mean,tau_f_nmse_std,tau_f_se_std,nmse_std,se_std
1024,1,6.399999999999999e-07,0.4095000000000001,0.5460000000000002,0.1636275955978096,0.0349057264905443,0.3374370311628527,0.3450208327043456,0.1285215791250972,0.0172126958179426
