beta,tau_f_nmse_mean,tau_f_se_mean,nmse_mean,se_mean,tau_f_nmse_std,tau_f_se_std,nmse_std,se_std
1e-11,5.94048,6.860000000000001,0.007572422492684906,0.0022108735567314686,0.9486373553682145,1.3611024943037906,0.0006741850682332517,0.00018019773539290328
1.3599999999999999e-11,4.186000000000001,4.820000000000001,0.00778251312999668,0.0022752594010719213,1.596369299379063,1.798610574860495,0.0008573711672782724,0.0002482979669126871
1.72e-11,4.7975200000000005,5.4719999999999995,0.007187248522471007,0.002103248110630492,1.6152743519291082,1.9324906209345494,0.0007604552776301853,0.00016605780867445823
2.08e-11,5.91136,7.388,0.007865175216388383,0.0022898651524876903,1.6213023370118234,2.2250213482121914,0.0006293784539742085,0.00018836052732804567
2.4399999999999998e-11,4.113200000000001,4.851999999999999,0.007214721797799568,0.0021140017878084534,1.865788514274863,2.230856337821869,0.0007251349652177627,0.00022220786672511348
2.7999999999999997e-11,4.01856,4.756,0.007387236771742943,0.002147539685122935,1.8337075797411104,2.1538059336904056,0.000958766566694232,0.0002576787367964305
3.16e-11,4.40076,5.432,0.0074779133803539715,0.0022255268840604137,1.777572673057279,1.6826526676649582,0.0006564187224831273,0.00024699580701578337
3.52e-11,4.77568,5.992,0.00785574948360894,0.002315067394228669,0.6196826058556105,0.9067083323759633,0.0005136737770883654,0.000137001668904404
3.88e-11,4.637359999999999,5.584,0.007376055600766897,0.0021532826443087646,1.0511504497454207,1.6797261681595608,0.0010013372734475744,0.00025442551058405666
4.24e-11,6.461,7.992,0.007391370583459048,0.0021592991586562135,1.0908619069341452,1.2090988379781038,0.00029191945100268016,8.385119711326153e-05
4.5999999999999996e-11,4.20784,4.9719999999999995,0.007521796128227662,0.0021791900858470063,2.786900814166159,3.487279742148599,0.0007501908495351386,0.00021495019303040895
4.9599999999999995e-11,4.9649600000000005,7.396000000000001,0.007752625303223527,0.0022653760337107637,2.357282941863365,1.9817870723162974,0.0007518586380251605,0.00021086543720263176
5.32e-11,5.219760000000001,7.132,0.007532749136774389,0.002209202845222092,1.437535038877314,1.3076390939399143,0.0005292521372881952,0.00015108019678807569
5.6799999999999994e-11,6.279000000000001,7.244,0.007060007826513404,0.0020415795968270925,2.117896706640812,2.2738689496098936,0.0005327560199710788,0.00015847244965259253
6.039999999999999e-11,4.84848,5.944000000000001,0.007688766338309214,0.002271969238465082,1.7329993744949825,0.8661870467745406,0.00023245790454674655,7.948862318642287e-05
6.399999999999999e-11,6.996080000000001,7.888,0.00716742089804834,0.0021231140778024005,2.400075617975401,2.5143030843555834,0.0009293480270582234,0.0002650603459995105
6.759999999999999e-11,5.438160000000001,6.604000000000001,0.007236718401817982,0.002108566631311456,1.6450323486181055,2.243140655420431,0.0007235287353489366,0.00018469437429131767
7.12e-11,3.7928800000000003,5.952,0.007569904392346939,0.0022029896912829435,0.7331686518121188,2.6721377210016706,0.0008653338278134532,0.00024370020605860967
7.479999999999999e-11,5.67112,7.516,0.007589209885073514,0.002217539845218067,2.6274144309567915,2.204604272879829,0.00048347766828267275,0.0001155163099873834
7.84e-11,3.7637600000000004,4.48,0.0074809842388768475,0.0021886154767328915,1.6055453677800577,2.083122656014283,0.000707744031331449,0.00021905126057923576
8.199999999999999e-11,5.48548,7.016,0.007343636467743231,0.00216171843189212,2.8081898176583433,2.517911833245954,0.0008872813833331048,0.0002425516605386846
8.559999999999998e-11,4.63736,5.712000000000001,0.0074424499174511605,0.0021710649307383418,1.4139537715215447,1.8945500785146854,0.00042442565948141216,9.629565638283698e-05
8.92e-11,4.85212,6.236,0.0077712530876684355,0.0022656267534910627,2.459681351720178,2.9496237048138867,0.0010332835931257155,0.00026397238548960444
9.279999999999999e-11,4.6228,5.56,0.007226604129625525,0.0021347288032007887,3.4396796275234705,3.9259903209254094,0.001098523412101308,0.00030469816817379336
9.64e-11,4.3498,6.068,0.007208107946162122,0.0021048704049675686,2.0713646999019755,1.6344173273677687,0.0005064522751830055,0.00014129134809481148
1e-10,5.44544,6.724000000000001,0.0074645381600313004,0.0021806268880144434,2.1274313121696786,2.764539744695308,0.0007009943624587769,0.00018279997716838872
1.36e-10,5.4054,6.288,0.007451711443860631,0.002181148301120039,0.8793632810164411,0.8823378037917226,0.0009690266542378923,0.00028253899796180514
1.72e-10,4.717440000000001,6.343999999999999,0.007276062951246096,0.0021337694773564354,1.6134174252189049,1.7669408592253448,0.00046789674660674646,0.00014942105767390624
2.08e-10,3.9930800000000004,4.476,0.007715834168593431,0.0022216794948138447,2.4083421210450977,2.6357313975441428,0.001271347731182194,0.00031481670230796676
2.44e-10,3.70916,4.68,0.007115276917902055,0.002075204903882956,1.9750731905425685,2.0234129583453795,0.0007154516908759668,0.00022277628354438607
2.8e-10,3.822,4.664,0.007292522081817243,0.0021532338880356798,2.7249600143855326,2.833104304468863,0.00047515463019180644,0.0001954778301765551
3.1600000000000005e-10,5.79124,6.715999999999999,0.007431040574970682,0.002197826176056507,0.8859680739168877,1.5506385781348273,0.0008111328436894678,0.0002167552681937534
3.52e-10,4.997719999999999,5.968,0.007423601683710692,0.0021730063165406642,1.8676339502161554,2.1307557344754464,0.0010310979297892136,0.00030229784253032945
3.88e-10,4.768400000000001,5.587999999999999,0.006844780013780555,0.0020006074027738587,0.8430156700797443,1.1577219009762234,0.0004512887530716065,0.00011656382814585886
4.2400000000000004e-10,6.209840000000002,6.888000000000001,0.007013566217301588,0.0020525391932180318,1.932433799124824,2.130098589267642,0.0003641456451724182,9.995285331172896e-05
4.5999999999999996e-10,5.05232,6.023999999999999,0.0071546281482242746,0.0020975371419189874,2.042239508970483,2.025309852837338,0.0008902770464727622,0.00024284727735644833
4.96e-10,5.5437199999999995,6.304,0.007718382530124239,0.002232973229277434,0.49652989033894035,0.6032246679306145,0.0006943295529943272,0.00015115544916849305
5.32e-10,4.914,6.164,0.0077879192093203275,0.00227110221634607,1.65704978199208,1.7476498505135405,0.0006056835620544752,0.00018435482294539972
5.68e-10,5.52916,6.14,0.0070365179010857416,0.0020782412011520713,1.9824387072492309,2.178852909216223,0.0008406789072706348,0.0002689381711375848
6.04e-10,5.52552,6.4239999999999995,0.007689159748819133,0.002223688703103702,1.3490485284080778,1.4580397799785847,0.0008096510363967163,0.000220931777930044
6.4e-10,5.81308,6.752,0.00792395379252688,0.002307621967739694,1.3502756503766185,2.0867486671853896,0.0004149960612959553,0.00012015441229373094
6.76e-10,5.4927600000000005,6.6800000000000015,0.007165036657181085,0.002090496829816829,1.9440973864495574,2.1850858106719744,0.0007805655074086275,0.00021684907215047824
7.12e-10,7.145320000000001,8.851999999999999,0.007124006264407003,0.002113437697194202,2.8010740140167663,2.5951724412840083,0.000584777332644127,0.00017267027943970508
7.48e-10,4.32796,5.088,0.007369482447517657,0.002165793203213378,2.2177654041850325,2.3049338385298612,0.0005232807745872727,0.00016376771258458175
7.84e-10,5.8604,6.9159999999999995,0.007430734074932518,0.0021799391943913013,1.1819495336096209,1.7020223265280625,0.00031601571384369705,8.462167495847926e-05
8.2e-10,6.3845600000000005,7.608,0.006727177083325586,0.0019996779105770947,1.6686730320826786,2.247870103008623,0.0009799208708949324,0.00030393083946970376
8.559999999999999e-10,5.65656,6.703999999999999,0.007529529737107554,0.0021899719662743203,1.154043616160152,1.5438523245440283,0.00077255300334879,0.0002291366446374437
8.92e-10,6.48648,7.467999999999999,0.007132621064891098,0.0020989444356596817,1.6817331809772915,2.3488550402270465,0.0006903414771394251,0.00020584192718415225
9.28e-10,5.1324,6.392,0.007456406954092003,0.002175289552769612,1.0249525159733013,1.4092976974365636,0.00038659290317267847,0.00014315200419979856
9.640000000000002e-10,5.456360000000001,7.132,0.007205741528071688,0.002134418699405419,1.149153822601657,1.3006613702267014,0.0010110862284334868,0.0003098590632321351
1e-09,5.820359999999999,6.472000000000001,0.007167751088653122,0.002083021647769559,0.9428408073476668,1.0378439189011033,0.0008755931222405912,0.0002549676239581718
1.36e-09,4.70652,5.659999999999999,0.007818370368186084,0.0022664764493821924,1.625953816072277,1.4405554484295284,0.0003374267441904857,9.911691229674754e-05
1.72e-09,4.5136,5.5760000000000005,0.007963796282187841,0.0023074037601215117,1.6725195962977535,2.3760218854210917,0.00035548989203268216,6.360990746651153e-05
2.0800000000000003e-09,6.861400000000001,7.892,0.0071335576928384286,0.0020958521924317693,2.755843014396865,3.0391314548732504,0.0006362020989284872,0.00018108405740687936
2.4400000000000003e-09,5.21612,7.112,0.007471488138063913,0.002176634133021679,3.0296468064776136,2.589154302083984,0.0008682050434864896,0.00024555381349301446
2.8e-09,5.4927600000000005,6.104,0.0074802169827590855,0.0022214863767198397,1.72388686055669,1.8947506432245906,0.0011361364749433753,0.00032001404437968236
3.1600000000000003e-09,5.187,6.176,0.007326430008133394,0.0021342012066641255,1.092682286851947,1.4570792703212823,0.0008413228411748418,0.0002405441568389608
3.5200000000000003e-09,5.99144,6.919999999999999,0.007006181881369272,0.002054955641878246,1.6635536745172972,1.7134759992483115,0.0008545424512265003,0.00026172077208750505
3.88e-09,5.35808,6.368,0.007318893616669289,0.0021591642329813207,0.7654392934779349,1.1683834986852561,0.0010328493816301992,0.00029741679158655363
4.24e-09,4.46628,5.808,0.008262510078102305,0.0024137346681641463,1.9285388489734916,1.7982547094335666,0.00020389764889027016,5.511017958944417e-05
4.6e-09,6.34816,8.132,0.007540826770807746,0.0022050265026581782,1.8636302337105397,1.654666129465398,0.0008649592688222615,0.00025290375762876166
4.96e-09,6.177080000000001,6.856,0.00714558936806352,0.002105609716511531,1.9881615356906994,2.1908171991291288,0.000766590945315045,0.00022387486830577314
5.320000000000001e-09,6.26808,7.4879999999999995,0.00696717444040069,0.002059480709557812,1.406743449247232,1.9873902485420425,0.0006779637739628505,0.0002095457412615025
5.68e-09,7.785960000000001,8.884,0.006831293042971665,0.001980252205521298,2.1466512311039256,2.29531697157495,0.0006996194553238386,0.00018322265423790615
6.040000000000001e-09,6.04604,6.976000000000001,0.007240187265739123,0.002118891570373213,2.1943041922213067,2.733766632322518,0.0007480471373722463,0.00019535135263387918
6.4e-09,6.7158,8.392,0.007582554479323558,0.002208910287019511,1.8434183355928737,0.9678429624686022,0.0008533822511964591,0.0002428817704972214
6.76e-09,5.97324,7.452,0.007207410715871271,0.0021122876080998804,1.3231287344774885,0.8077871006645252,0.0009946170630358473,0.0002594234887100295
7.12e-09,6.1516,7.112,0.007569727817130017,0.0021873199962132313,1.0950291320325682,1.3538537587198995,0.0009299651021175787,0.0002836195282696668
7.48e-09,6.541079999999999,7.268000000000001,0.007486909997923121,0.00217958092115084,1.2488303695858778,1.3629820248264466,0.0008740656255275174,0.00023450283232138503
7.840000000000001e-09,6.861400000000001,8.708,0.007761175855990626,0.0022523602456913463,1.942333127967497,1.134777511232929,0.0009417868697404109,0.00025932632111467304
8.199999999999999e-09,6.8650400000000005,7.616,0.007336524867916821,0.0021461489870391393,0.7158872313430378,0.7854170866488707,0.00044387022557016364,0.00010587198935619554
8.559999999999999e-09,5.605600000000001,6.38,0.007300741047208191,0.00213009665631361,0.834723511110116,1.1381564040148437,0.0010059523019046361,0.0002898739918192109
8.92e-09,5.36536,6.5,0.0069267085015809774,0.0020386805078051093,1.2508710517075692,1.9237983262286096,0.0006335678082101104,0.0001889716882258538
9.28e-09,5.78032,6.976000000000001,0.006933779539288906,0.002049594327972346,1.4381800763464916,1.9462476718033603,0.0007996357749794143,0.00025248476043853986
9.64e-09,5.336240000000001,6.876,0.007396562503502842,0.0021872510999276116,0.8177250075667246,1.3855973441083094,0.0009022516131606817,0.0002313584634849188
1e-08,6.184360000000001,7.0040000000000004,0.007515311578056105,0.002186334077924236,1.260762225005175,1.4189009831556252,0.0008573491160485729,0.0002156835371270739
1.36e-08,6.2244,7.184,0.006969478434397994,0.002048954454115573,0.8128088213103991,1.427193049310429,0.0008741213968731197,0.00023584077027933616
1.72e-08,6.515599999999999,7.38,0.0076908054574512915,0.0022501623789584453,1.2987201700135407,1.2963024338479046,0.0007093351703295627,0.0001507610552053834
2.08e-08,5.485480000000001,6.508,0.007438621888561367,0.002187517498982848,2.0305279244570857,2.1258221938816995,0.0008022816452952038,0.0002463400462076745
2.44e-08,5.627440000000001,6.540000000000001,0.007863889559263478,0.002277874876022763,0.49532763702422256,0.8486459803710849,0.0009113935921958681,0.00023304698753347374
2.8e-08,5.8567599999999995,6.632000000000001,0.00719155221205816,0.002117926621942125,2.7906422680092837,3.056422745629276,0.0007731539796284898,0.0002038002646658127
3.1600000000000005e-08,4.954040000000001,6.459999999999999,0.007095117647069903,0.002097790745049699,0.8792125954511797,1.04,0.0005762035146559632,0.00015547596357430078
3.5200000000000004e-08,4.81936,6.3,0.007396783633011532,0.0021503575879745834,1.0585298994360057,1.7005293293560102,0.0006954794372756441,0.00018728773908520567
3.88e-08,5.9987200000000005,6.6640000000000015,0.0069232831350443625,0.0020261986119556956,1.4102122932381496,1.5450825220679965,0.000927807575750687,0.00023686209712879745
4.24e-08,4.36436,5.5280000000000005,0.007298723341958821,0.0021429934602830527,1.1215099321896351,1.8279824944457208,0.0007145088450638454,0.00020892357237187875
4.5999999999999995e-08,5.536440000000001,6.284000000000001,0.007000653195230165,0.0020552722299753746,1.8222463137567324,2.251905859488802,0.0003302052446475978,7.865925728696671e-05
4.96e-08,5.35444,6.760000000000001,0.007245360444921823,0.0021549213932643982,0.6682647439450925,1.2852237159343118,0.0007604379045088788,0.00024148451439037977
5.3200000000000007e-08,5.427239999999999,7.103999999999999,0.007354225156482891,0.002133766354654703,1.197706586773238,0.7506530490179867,0.0006254761996011633,0.00018913717023045492
5.68e-08,5.096000000000001,5.9479999999999995,0.007788142351233198,0.0022748765502129398,1.70347527719072,2.157572710246401,0.0005012849155978361,0.00012114572022368694
6.04e-08,5.551,6.42,0.006660780868381053,0.0019525570326582226,2.001627692654156,2.5044360642667645,0.0008965678096595957,0.00024818796865305656
6.399999999999999e-08,6.61024,7.62,0.007855572060493251,0.002295267833539777,2.030193480434808,1.9355619339096333,0.00040544439942496243,9.610185148755362e-05
6.76e-08,4.27336,4.779999999999999,0.007989047227775683,0.002313429594824613,1.8921173769087374,2.093083849252103,0.0004591505453734674,0.00010698364700474457
7.12e-08,5.20884,6.591999999999999,0.007184813384182216,0.0021174559643379358,1.5761872502973753,0.9035042888664115,0.00044939946130629976,0.00013833271388194105
7.48e-08,5.0122800000000005,6.668000000000001,0.007448518368618024,0.0021273313602110052,0.37533501302170025,1.7161351928097042,0.0012765689954801133,0.0003206503326898963
7.84e-08,4.94676,5.912000000000001,0.007070599917818508,0.002056327253700783,2.015086049775543,2.8053021227668147,0.0010533523742737284,0.00030016058981932657
8.199999999999999e-08,5.358080000000001,6.380000000000001,0.007636059461196448,0.002233428256756269,1.1477261136699817,0.6845436436049932,0.0005992350025836471,0.0001732106148021139
8.559999999999999e-08,4.65556,5.720000000000001,0.006989742369403443,0.002047861995494861,0.4307675103811801,0.9710818709048172,0.0007049044607854968,0.00018807885963292436
