beta,tau_f_nmse_mean,tau_f_se_mean,nmse_mean,se_mean,tau_f_nmse_std,tau_f_se_std,nmse_std,se_std
1e-11,0.019350000000000003,0.0172,0.0569973148558512,0.07585117946296993,0.004807546151624547,0.005888017493180535,0.09237552132602475,0.14100986001397095
1.3599999999999999e-11,0.019350000000000003,0.019350000000000003,0.015414111599232004,0.022362807862213615,0.0048075461516245465,0.0048075461516245465,0.028169226916861693,0.04263041637311832
1.72e-11,0.019350000000000003,0.019350000000000003,0.025210377750067917,0.0331979956323162,0.0048075461516245465,0.0048075461516245465,0.05459320968697297,0.07259511041102837
2.08e-11,0.0172,0.0172,0.040568049638947834,0.03843068847901939,0.005888017493180535,0.005888017493180535,0.07768931402506535,0.06604900091194595
2.4399999999999998e-11,0.01935,0.01935,0.0193941316243463,0.02483824706018406,0.004807546151624548,0.004807546151624548,0.029340340259853458,0.04578253921478926
2.7999999999999997e-11,0.0172,0.0172,0.0060874510001831215,0.009263235467641046,0.009615092303249095,0.009615092303249095,0.009868235792019616,0.015761363518562943
3.16e-11,0.01935,0.01935,0.05191968927689013,0.05831036260173161,0.004807546151624548,0.004807546151624548,0.056169106429592004,0.07705052202498833
3.52e-11,0.01935,0.01935,0.02105633023229247,0.028043723279433275,0.004807546151624548,0.004807546151624548,0.03603520825540064,0.05559357492772719
3.88e-11,0.019350000000000003,0.019350000000000003,0.012939152040577962,0.01822743406322722,0.0048075461516245465,0.0048075461516245465,0.018924992190890225,0.02873111626958743
4.24e-11,0.019350000000000003,0.019350000000000003,0.07692226022623438,0.06105307326047574,0.0048075461516245465,0.0048075461516245465,0.08348095670958394,0.07357697025194203
4.5999999999999996e-11,0.021500000000000002,0.021500000000000002,0.06495631232436783,0.08136211456081362,0.007601397897755385,0.007601397897755385,0.06179789855509428,0.08155960647440207
4.9599999999999995e-11,0.019350000000000003,0.019350000000000003,0.07228170155017831,0.08102454860598035,0.0048075461516245465,0.0048075461516245465,0.09918206264535155,0.10699604035762122
5.32e-11,0.012900000000000002,0.012900000000000002,0.0008727593811089428,0.0006367159515073785,0.004807546151624548,0.004807546151624548,0.0014920718561629168,0.001024853185075726
5.6799999999999994e-11,0.015050000000000001,0.015050000000000001,0.00037696877799935313,0.0004237870769807404,0.005888017493180536,0.005888017493180536,0.0004500692952998269,0.00048559818366156497
6.039999999999999e-11,0.0172,0.0172,0.007607081665600234,0.00815582939184726,0.005888017493180535,0.005888017493180535,0.015351712503919592,0.015651344964203322
6.399999999999999e-11,0.021500000000000002,0.021500000000000002,0.06153271336491942,0.054778959372411395,0.0,0.0,0.09026328260069533,0.06895821085631813
6.759999999999999e-11,0.019350000000000003,0.019350000000000003,0.04303331603503194,0.044873135823545435,0.0048075461516245465,0.0048075461516245465,0.05850492996417477,0.06624709805457217
7.12e-11,0.019350000000000003,0.019350000000000003,0.01994371018717802,0.020863167978420957,0.004807546151624547,0.004807546151624547,0.02937771720091234,0.03317580831600241
7.479999999999999e-11,0.0172,0.0172,0.00036135543322148223,0.0004153340571862889,0.005888017493180535,0.005888017493180535,0.0003057651303568551,0.0004263455658708065
7.84e-11,0.015050000000000001,0.015050000000000001,0.03754041590240438,0.03455552584878243,0.005888017493180536,0.005888017493180536,0.05986364763947677,0.05621723763154945
8.199999999999999e-11,0.015050000000000001,0.015050000000000001,0.007711726605016175,0.004598764521656345,0.005888017493180536,0.005888017493180536,0.01632814239623346,0.009316855602097633
8.559999999999998e-11,0.021500000000000002,0.021500000000000002,0.07971914665090625,0.08357168160242544,0.0,0.0,0.08238159998610414,0.08452643442609584
8.92e-11,0.0172,0.0172,0.00499240322389995,0.005534479937184488,0.005888017493180535,0.005888017493180535,0.008969461489419954,0.010355909719213928
9.279999999999999e-11,0.019350000000000003,0.019350000000000003,0.005118603181361594,0.006693547320712784,0.004807546151624547,0.004807546151624547,0.006644025549943979,0.01096832785901726
9.64e-11,0.01935,0.01935,0.02700109393167613,0.023818758932293172,0.004807546151624548,0.004807546151624548,0.05105483939481851,0.043315078262428176
1e-10,0.019350000000000003,0.019350000000000003,0.017719383088207,0.01908857739314644,0.004807546151624547,0.004807546151624547,0.02511429714335418,0.03225640434302603
1.36e-10,0.0172,0.0172,0.024837897753841376,0.025802497412956527,0.005888017493180535,0.005888017493180535,0.05540235438694474,0.05749311732884728
1.72e-10,0.015049999999999997,0.015049999999999997,0.0022339411017621037,0.003538506022442225,0.005888017493180535,0.005888017493180535,0.0029954423504616567,0.0049901306782704135
2.08e-10,0.012900000000000002,0.012900000000000002,0.005312838846182149,0.008078687302977136,0.008994095285241312,0.008994095285241312,0.007208247987247123,0.01099794029517683
2.44e-10,0.0172,0.0172,0.005663091475652897,0.007533424245756825,0.005888017493180535,0.005888017493180535,0.0065644677189891296,0.010002749543231547
2.8e-10,0.021500000000000002,0.021500000000000002,0.01260027360403937,0.014485837984753565,0.0,0.0,0.02461944282377658,0.02705204575458978
3.1600000000000005e-10,0.019350000000000003,0.019350000000000003,0.0007440976381127465,0.0008583143991655473,0.004807546151624547,0.004807546151624547,0.0007010113233081878,0.0008612970744425152
3.52e-10,0.015050000000000001,0.015050000000000001,6.889864354128258e-05,6.21295874402537e-05,0.005888017493180535,0.005888017493180535,5.5463820538062234e-05,2.7312288811848974e-05
3.88e-10,0.021500000000000002,0.021500000000000002,0.01016411412390386,0.009522158004487911,0.0,0.0,0.01807928847558477,0.01572224901990206
4.2400000000000004e-10,0.019350000000000003,0.019350000000000003,0.049776877515776745,0.0394119174975866,0.004807546151624547,0.004807546151624547,0.10109566116832423,0.07837415114972467
4.5999999999999996e-10,0.019350000000000003,0.019350000000000003,0.022264664499376075,0.033419806519170446,0.004807546151624547,0.004807546151624547,0.03976864815352296,0.06555150083555013
4.96e-10,0.019350000000000003,0.019350000000000003,0.005223605664364299,0.006675168996339651,0.008994095285241312,0.008994095285241312,0.006890101484183819,0.010001139000983768
5.32e-10,0.019350000000000003,0.019350000000000003,0.0272987003561522,0.026373019326783625,0.0048075461516245465,0.0048075461516245465,0.04442794066096616,0.03618489998717594
5.68e-10,0.021500000000000002,0.021500000000000002,0.0023147952714966816,0.002140568415694851,0.0,0.0,0.00366295487093686,0.003633358918066891
6.04e-10,0.015050000000000001,0.015050000000000001,0.0003176343045834644,0.0004167251332654179,0.005888017493180536,0.005888017493180536,0.0003817624443113553,0.0005250010216140163
6.4e-10,0.015050000000000001,0.0172,0.07205549283776667,0.052224090308391535,0.005888017493180535,0.005888017493180535,0.14824461940943512,0.102066798120885
6.76e-10,0.0172,0.0172,0.006175411409793991,0.009504814155828037,0.005888017493180535,0.005888017493180535,0.013092541364038285,0.020226743126747868
7.12e-10,0.0172,0.0172,0.009192970310984072,0.01226396799783911,0.005888017493180535,0.005888017493180535,0.01981959336390142,0.026634100484498775
7.48e-10,0.0172,0.0172,0.01295334056552066,0.01602666512405334,0.005888017493180535,0.005888017493180535,0.015972605778518036,0.022164190654313177
7.84e-10,0.0172,0.0172,0.00574933924892431,0.00606760737681685,0.005888017493180535,0.005888017493180535,0.005160256705320837,0.004463863301677581
8.2e-10,0.0172,0.0172,0.0018632035549476047,0.0013169512852191506,0.005888017493180535,0.005888017493180535,0.003969673859444753,0.002678765768208228
8.559999999999999e-10,0.02365,0.02365,0.04722903576694787,0.05224540613894815,0.008994095285241312,0.008994095285241312,0.05466873443832397,0.05290825631360599
8.92e-10,0.0172,0.0172,0.007097285472324209,0.0075411779458074,0.005888017493180536,0.005888017493180536,0.009548983852638932,0.008581725866518317
