l,model_seed,train_index,test_index,tau_f_nmse,tau_f_se,nmse,se
0.0,12743904.0,176009.0,3340.0,11.757200000000001,11.739,0.042149967156676516,0.05579415452929588
1.0,37460757.0,165745.0,637.0,11.375,11.3932,0.05225258420535135,0.04591112512929886
2.0,35704103.0,176743.0,1285.0,2.5662000000000003,2.4206000000000003,0.0321638904586692,3.925468184407264
3.0,12186555.0,89213.0,1458.0,8.790600000000001,9.3366,0.03743743199092187,0.03971730567546274
4.0,48731671.0,120239.0,4643.0,9.4276,9.391200000000001,0.046341326942441655,0.07886261263555658
5.0,2461011.0,151040.0,3293.0,10.92,10.865400000000001,0.04745149802648666,0.15765027443399618
6.0,54151942.0,151581.0,3758.0,10.410400000000001,11.611600000000001,0.03635048582915291,0.043988696970307
7.0,67225415.0,66511.0,2468.0,10.592400000000001,11.83,0.03713762663055928,0.04918738957478038
8.0,65001583.0,25350.0,3292.0,8.335600000000001,10.7562,0.03919715107422317,0.037382275163030096
9.0,47098311.0,153654.0,1433.0,8.8452,10.6652,0.04479231955076797,0.04171939589780136
10.0,54154728.0,77107.0,1351.0,9.3366,9.3002,0.04390334087463221,0.07137254505070609
11.0,49385875.0,86533.0,1728.0,8.8998,10.7744,0.08439713094808221,0.04698146443367128
12.0,84723303.0,90608.0,3678.0,9.646,9.6278,0.04242603231008926,0.06715736525665326
13.0,31595315.0,108286.0,566.0,11.5752,11.5934,0.0548572957413202,0.049142454182685945
14.0,5391691.0,78989.0,856.0,10.4468,10.428600000000001,0.04098200032119172,0.06451485852695905
15.0,33863983.0,110805.0,2814.0,8.6632,12.285,0.05295422648695828,0.04562784666499916
16.0,53930369.0,144633.0,642.0,12.285,12.2668,0.03777408410110225,0.05095113117417759
17.0,96790193.0,52391.0,3352.0,6.734,10.3376,0.03204027136111559,0.03656110601474087
18.0,26688805.0,95700.0,4991.0,9.991800000000001,9.955400000000001,0.043250801072972134,0.10820717194398806
19.0,25830336.0,98138.0,2355.0,8.099,9.9372,0.035336211452379127,0.046217835973248134
20.0,24179704.0,21770.0,3125.0,10.1738,12.5944,0.04301267559098382,0.03881181418476968
21.0,52132899.0,111834.0,4664.0,8.4994,8.463000000000001,0.03557188681102307,0.11289033725999417
22.0,13315727.0,90088.0,4978.0,10.0828,10.0646,0.04744265465630141,0.0636071355407553
23.0,75126907.0,106130.0,3384.0,10.6106,10.574200000000001,0.04514307982447955,0.08638322976615675
24.0,94952803.0,78158.0,4031.0,10.3922,10.3558,0.047801136294282134,0.0850140880996859
25.0,26771761.0,138509.0,4205.0,13.1768,13.1586,0.03768185794539882,0.053089634297695795
26.0,11319810.0,150619.0,2267.0,9.209200000000001,9.1728,0.0447242581829416,0.11041977648793223
27.0,63022010.0,21707.0,3656.0,10.0282,9.991800000000001,0.045329922015369124,0.11461014858955194
28.0,22254151.0,84889.0,4290.0,8.645,12.248600000000001,0.04389756950782593,0.04622974749443114
29.0,85395368.0,85933.0,3006.0,8.2446,10.0464,0.03128498121794305,0.042019678118353256
30.0,51934752.0,123405.0,3042.0,7.3346,10.9382,0.03977695133125684,0.04620283177194107
31.0,4104868.0,73033.0,16.0,10.829,12.0484,0.04690219116647441,0.04184168922242613
32.0,50749002.0,176296.0,1691.0,8.8998,10.101,0.03907062278472777,0.04049904251080694
33.0,27120507.0,97790.0,4360.0,10.3376,10.3194,0.04059257793396288,0.05765071008974435
34.0,3838295.0,10233.0,4555.0,9.1364,10.9928,0.04072569815729862,0.042966095767738514
35.0,87062692.0,129916.0,1636.0,10.7562,12.0302,0.04474386480847305,0.0402195919132972
36.0,32482583.0,141218.0,702.0,10.883600000000001,10.865400000000001,0.047588754278131,0.06456089385008398
37.0,66172216.0,95495.0,4489.0,8.5904,9.1546,0.042821502894394126,0.04531948560227661
38.0,94773792.0,179664.0,2186.0,9.646,10.865400000000001,0.04153737461110773,0.04628600582059871
39.0,73905171.0,23654.0,2462.0,8.7178,8.6814,0.03680325647982367,0.07915266202723366
40.0,29386907.0,74677.0,1298.0,8.827,9.4094,0.037845495198277436,0.04582264582678482
41.0,89077118.0,136061.0,3570.0,9.009,11.484200000000001,0.07104422459064849,0.04976307169574066
42.0,41166645.0,64296.0,4.0,13.9412,13.9048,0.03880924429473304,0.11698337374206787
43.0,3302885.0,33173.0,1604.0,7.025200000000001,10.647,0.06402954916806271,0.044245258782269155
44.0,95555050.0,177931.0,2735.0,10.0646,11.284,0.0307794318113661,0.037514573573208795
45.0,27355151.0,116791.0,389.0,10.1738,10.137400000000001,0.048213037509064395,0.10702944537644826
46.0,25355863.0,75558.0,3622.0,11.4296,12.6308,0.0305003180075457,0.044204247643423254
47.0,65754420.0,58953.0,2631.0,9.191,9.1728,0.047224355362580864,0.053726117801927605
48.0,47113110.0,26191.0,1940.0,8.736,9.955400000000001,0.052086139565841114,0.0468664960017409
49.0,53478084.0,77846.0,3610.0,9.063600000000001,9.0272,0.04271194247069991,0.10041529215249559
50.0,20416034.0,138792.0,1318.0,12.1212,12.7036,0.03409983546780416,0.041293804582558095
51.0,6012631.0,142145.0,775.0,9.4458,9.4094,0.0403291224388095,0.10204284221259598
52.0,19300650.0,37495.0,3248.0,7.316400000000001,7.2072,0.0413518465529616,0.2809334009850781
53.0,60677249.0,83707.0,1090.0,10.6106,10.592400000000001,0.0374903314548791,0.05482832245470265
54.0,96427379.0,86567.0,3583.0,10.556000000000001,11.83,0.045717903316066344,0.04555761684619496
55.0,12034430.0,22825.0,4178.0,9.2638,9.227400000000001,0.043676668154438436,0.07168901530447724
56.0,39502543.0,133370.0,4800.0,8.827,10.647,0.03040641874478513,0.036714788379822005
57.0,64649847.0,63685.0,4638.0,10.119200000000001,10.0646,0.04134935180886698,0.10753626655609692
58.0,3257790.0,71085.0,3851.0,9.5914,9.5914,0.04476119192080369,0.04741464093337721
59.0,98087572.0,20132.0,760.0,9.919,9.9008,0.03803756166681033,0.055436296265435094
60.0,36453726.0,178118.0,3273.0,9.063600000000001,9.0454,0.04395292883659786,0.055994985649279586
61.0,74069995.0,94079.0,3494.0,11.83,12.467,0.030640317068124756,0.043868439329772864
62.0,24282753.0,69397.0,50.0,9.1728,10.3922,0.04652679062003778,0.04667287587722239
63.0,57850453.0,12527.0,4646.0,12.2668,12.8674,0.03533969509614603,0.04085688394574599
64.0,76805745.0,73651.0,4656.0,8.6996,11.739,0.04918516064547385,0.04601818682478842
65.0,25228789.0,94238.0,2659.0,11.029200000000001,12.8674,0.04104359202909255,0.048629151019708695
66.0,60043602.0,113131.0,3196.0,8.4448,8.4084,0.03863027293889396,0.10125674304405494
67.0,25623673.0,68941.0,1783.0,9.1546,9.1,0.03835115721361806,0.10731582859159329
68.0,74490768.0,7068.0,2294.0,10.6106,10.574200000000001,0.035480084809694175,0.0862386070351821
69.0,37113061.0,102476.0,1388.0,10.4832,10.465,0.0394971042749977,0.05364369489991852
70.0,7746433.0,66286.0,3168.0,12.212200000000001,12.194,0.046639838036994105,0.05484863738138539
71.0,92526823.0,78645.0,1203.0,7.771400000000001,7.735,0.04672567133113466,0.06637254448373732
72.0,47296800.0,163351.0,3257.0,8.317400000000001,11.3568,0.03701867941921995,0.03928112455337575
73.0,69999789.0,145018.0,521.0,9.464,9.4458,0.04429754341970377,0.05296009278513695
74.0,56254472.0,119113.0,4573.0,9.3366,9.3002,0.04419910587910708,0.09316457678099742
75.0,2393673.0,18790.0,4519.0,8.4994,9.7916,0.049032524781921605,0.048563370397818446
76.0,69725837.0,22002.0,4101.0,9.1728,9.1182,0.04616009057145337,0.15324161500602915
77.0,26740031.0,167559.0,4062.0,9.373000000000001,10.0646,0.053896476761211454,0.04734505408804719
78.0,21668407.0,167310.0,4234.0,9.682400000000001,9.664200000000001,0.04672121650758747,0.054672397655941
79.0,41530140.0,47514.0,1283.0,11.8664,13.6864,0.036193237542426704,0.04162728003560175
80.0,29995989.0,127452.0,1477.0,11.102,11.0838,0.04520575299687393,0.06645115686133467
