D_r,B,beta,tau_f_nmse_mean,tau_f_se_mean,nmse_mean,se_mean,tau_f_nmse_std,tau_f_se_std,nmse_std,se_std
4096,1,1.3599999999999997e-07,5.961474000000001,6.1403500000000015,0.3288769133247374,0.24333331739139305,1.0225908597309017,1.051800523233988,0.032390368219422525,0.004491930162923201
