l,model_seed,train_index,test_index,tau_f_nmse,tau_f_se,nmse,se
0.0,332336.0,79996.0,263.0,0.6552,0.7098,0.06543032957492807,0.04667051658186312
1.0,979350.0,152920.0,415.0,0.6006,0.6916,0.07045095048293676,0.04707392529298793
2.0,762507.0,167637.0,164.0,0.5278,0.5824,0.06390829587837003,0.04906390458377959
3.0,402799.0,171392.0,121.0,0.6006,0.7462000000000001,0.07136363222339494,0.04915090987459479
4.0,908774.0,101033.0,114.0,0.6734,0.6916,0.05348946435531744,0.049279330961923
5.0,436726.0,31101.0,17.0,0.5824,0.6734,0.07113842694671367,0.047688622218938895
6.0,895465.0,27789.0,362.0,0.6188,0.6916,0.06242737850985413,0.04877277358648448
7.0,56159.0,39459.0,153.0,0.8008000000000001,0.8008000000000001,0.04729477942711323,0.04826428494131969
8.0,72535.0,173707.0,223.0,0.6734,0.8008000000000001,0.06774845633820432,0.0498065702447822
9.0,478160.0,146262.0,149.0,0.8372,0.8736,0.05333740930086078,0.04901616409865824
10.0,12127.0,19216.0,388.0,0.8008000000000001,0.91,0.06108657977960702,0.04964897809671154
11.0,605861.0,82357.0,268.0,0.6916,0.7644000000000001,0.0620199062929639,0.048322068544973
12.0,326024.0,27925.0,391.0,0.455,0.5278,0.07249826079493256,0.04999231347748189
13.0,536817.0,138077.0,127.0,0.8190000000000001,0.91,0.06599312108896137,0.04787961078962524
14.0,683815.0,165902.0,33.0,0.8008000000000001,0.8554,0.06282129008644435,0.04897825985619357
15.0,478645.0,95176.0,347.0,0.728,0.8008000000000001,0.05854046481960293,0.04847003708471855
16.0,521628.0,98748.0,146.0,0.7462000000000001,0.8190000000000001,0.0678221288480532,0.048399074312632934
17.0,348189.0,50166.0,277.0,0.8554,0.9282,0.05628306473940753,0.04913095881136957
18.0,52270.0,174686.0,170.0,0.637,0.7098,0.07228141472790539,0.0481976058106831
19.0,161286.0,155616.0,350.0,0.5278,0.6188,0.0748664202649939,0.045778426593134365
20.0,182503.0,60060.0,126.0,0.6006,0.7098,0.07517902377750119,0.049543560730435
21.0,572077.0,138239.0,22.0,0.637,0.6734,0.054626619708340984,0.04902845582892854
22.0,626880.0,129760.0,81.0,0.7826000000000001,0.8736,0.06869685386840733,0.049079368722830995
23.0,93679.0,113975.0,284.0,0.7462000000000001,0.8008000000000001,0.060040093680377216,0.0491623469466693
24.0,308316.0,105774.0,234.0,0.9464,1.0010000000000001,0.059315672826204494,0.04775776988286363
25.0,742584.0,63497.0,274.0,0.6916,0.7098,0.05481962851028972,0.04991047246336799
26.0,877846.0,118697.0,200.0,0.6188,0.6552,0.06251504192240998,0.04567944307778538
27.0,775838.0,136774.0,329.0,0.6552,0.7644000000000001,0.07501788143615694,0.04910192698580693
28.0,971839.0,63670.0,485.0,0.637,0.728,0.06422890148857288,0.04848285756371278
29.0,478212.0,149886.0,37.0,0.7098,0.8008000000000001,0.07314629414941447,0.049216875448984496
30.0,623015.0,67882.0,208.0,1.0192,1.1102,0.06291719377577701,0.04809287086406181
31.0,457476.0,76653.0,383.0,0.6006,0.6916,0.07477684715726243,0.048910571867963125
32.0,509923.0,19840.0,43.0,0.6006,0.6552,0.05857558699312385,0.04785087994414595
33.0,207946.0,135738.0,469.0,0.728,0.8372,0.07292198887896376,0.04833451779993891
34.0,335845.0,140242.0,488.0,0.637,0.728,0.0722381718811122,0.049965081534221
35.0,845337.0,157998.0,356.0,0.6552,0.7098,0.06528878817015611,0.04644995060909279
36.0,289409.0,62858.0,136.0,0.7462000000000001,0.8190000000000001,0.06683729999266959,0.04855443816257202
37.0,150254.0,127372.0,126.0,0.4914,0.5642,0.06894413540025152,0.04682369491537745
38.0,684799.0,159066.0,458.0,0.9282,0.9646,0.05472168293337614,0.04733597779775117
39.0,325172.0,150617.0,280.0,0.7826000000000001,1.0192,0.07308447180974566,0.04987673658458122
