D_r,B,beta,tau_f_nmse_mean,tau_f_se_mean,nmse_mean,se_mean,tau_f_nmse_std,tau_f_se_std,nmse_std,se_std
200,1,8.199999999999999e-07,6.544993,7.7342200000000005,0.00849195120957559,0.0024813707189122003,1.0498977344961629,1.170589635749378,0.00019922889690271784,1.3247963171453378e-05
