D_r,B,beta,tau_f_nmse_mean,tau_f_se_mean,nmse_mean,se_mean,tau_f_nmse_std,tau_f_se_std,nmse_std,se_std
2048,1,0.000892,1.6778999999999995,1.645,0.2397265458218124,0.2656523572431662,0.3207556312833806,0.3226439601170305,0.0069819746039979,0.0213530788923396
4096,1,0.00082,1.9270000000000005,1.9505,0.2542624013665694,0.2516271078767669,0.4093994076693321,0.4735118794708323,0.0157489821773576,0.0163707584281951
8192,1,0.000784,2.068,2.0868,0.2626193878267137,0.2541360513476512,0.3857866962454771,0.369854464620883,0.0230545747531309,0.0111600189495348
