l,model_seed,train_index,test_index,tau_f_nmse,tau_f_se,nmse,se
0.0,6604059.0,149510.0,3449.0,9.646,9.6278,0.034618842808729317,0.058054537233189256
1.0,34921832.0,35063.0,380.0,9.0454,9.009,0.043097134982025914,0.07861427894203639
2.0,84013713.0,76489.0,4049.0,9.464,9.4276,0.04468424103257852,0.08207278629459065
3.0,57258764.0,160937.0,4735.0,10.9746,12.194,0.028918393895125218,0.03762979019982169
4.0,21732849.0,170465.0,161.0,10.5378,11.1202,0.031211517730808276,0.04203376842622345
5.0,9532924.0,150776.0,2680.0,9.7734,9.7188,0.047054367501138714,0.1293156846449477
6.0,97030551.0,110889.0,3320.0,7.553,8.772400000000001,0.03135435382012729,0.04902384895233293
7.0,48764770.0,75109.0,4814.0,10.7562,10.7744,0.059008777921091465,0.04784006461888677
8.0,84657503.0,163551.0,1777.0,9.6278,11.4478,0.03355085122763386,0.034505860560556836
9.0,5929999.0,34572.0,1756.0,8.2992,8.2628,0.04028085690087799,0.1204188263434548
10.0,61291502.0,163835.0,4586.0,8.8816,8.8998,0.05346674717321222,0.04742438823464739
11.0,35445120.0,53434.0,4252.0,10.3558,10.3194,0.049842646886582506,0.07341196852359837
12.0,42108684.0,167854.0,3799.0,10.2102,11.4478,0.03846631576810604,0.04329966886423567
13.0,35970179.0,162290.0,1096.0,11.174800000000001,11.1384,0.04502766836656328,0.0764201388846158
14.0,59075370.0,59144.0,1030.0,10.1738,10.119200000000001,0.04637791957458471,0.1190354448123576
15.0,98425929.0,159101.0,3547.0,11.102,11.0474,0.044997813955596405,0.15749696365159774
16.0,4244000.0,162986.0,4051.0,8.1354,8.0626,0.03844408928865367,0.17701054330708732
17.0,14312046.0,58865.0,4506.0,8.936200000000001,8.8998,0.037228962703108104,0.0929192224141363
18.0,34470831.0,2525.0,3159.0,7.3528,9.809800000000001,0.035209144192492214,0.04052328711614493
19.0,35529883.0,73465.0,4308.0,10.0464,10.0282,0.03845900179148003,0.05521324900428705
20.0,72587322.0,38277.0,801.0,8.0444,9.8644,0.04095534283856364,0.03938912976065372
21.0,79807070.0,111374.0,1958.0,8.2264,8.1536,0.04599790062572173,0.12139420438556853
22.0,97149294.0,134933.0,4055.0,8.3538,8.317400000000001,0.03557835281318987,0.06287420311558026
23.0,92625817.0,76705.0,3544.0,8.1354,9.373000000000001,0.03316189659849889,0.04170452526033133
24.0,37198778.0,131560.0,4833.0,8.5904,8.554,0.03910903431950924,0.08921586447127627
25.0,52735862.0,6172.0,1871.0,11.793600000000001,11.757200000000001,0.04390394952311577,0.12246807051311309
26.0,32791208.0,56643.0,4490.0,11.0474,11.029200000000001,0.04235362654992917,0.07456442560378038
27.0,66245581.0,17305.0,975.0,6.9524,9.973600000000001,0.03966059802510348,0.04742557370828032
28.0,9766640.0,134223.0,1449.0,10.2102,10.192,0.04873059636499278,0.06149579308481864
29.0,98839836.0,130193.0,451.0,7.7532000000000005,9.5732,0.029975801959485536,0.03739515951620113
30.0,38873578.0,117779.0,3900.0,11.284,11.2658,0.03714753651447684,0.06279095408494592
31.0,42639418.0,44906.0,3510.0,7.4074,7.3346,0.037367613120724744,0.279236534425006
32.0,16902915.0,149829.0,764.0,7.371,7.3346,0.036594569326571076,0.067274039020252
