l,model_seed,train_index,test_index,tau_f_nmse,tau_f_se,nmse,se,train_time
0,76140420,43546,1,0.564,0.564,0.155547327,0.161220244,9.479212046
1,49916167,4015,55,0.4465,0.4465,0.137488915,0.138080694,7.944417238
2,41530870,35289,83,0.611,0.611,0.140063484,0.125730856,7.930094481
3,85177177,12912,8,0.517,0.517,0.184099245,0.183095859,7.962568045
4,49333729,12786,45,0.47,0.47,0.182302121,0.160427996,7.930902481
5,15689817,3188,95,0.564,0.564,0.131892168,0.139750371,7.97218132
6,97608199,1828,30,0.4465,0.4465,0.238163193,0.237745681,7.955962181
7,47319769,21405,87,0.5875,0.5875,0.231697897,0.216832901,7.941912651
8,95313205,16915,31,0.47,0.47,0.110514343,0.113754596,7.880341053
9,83005264,24633,15,0.517,0.517,0.179992739,0.182069166,7.959668159
10,20245469,43004,86,0.4935,0.4935,0.131756287,0.140468359,7.944438934
11,45251771,46747,72,0.564,0.564,0.159664167,0.18044292,7.918149471
12,70439589,31358,42,0.4935,0.4935,0.124020402,0.12472623,7.939063072
13,21192277,7671,6,0.5405,0.5405,0.188536013,0.175511907,7.913555861
14,50142653,5801,16,0.5875,0.564,0.231178665,0.256308802,7.903705597
15,18007357,26425,27,0.5405,0.5405,0.197786424,0.181705504,7.926626682
16,35421167,21928,85,0.47,0.47,0.137113125,0.152472622,7.905979872
17,24087514,20243,25,0.4935,0.4935,0.114469765,0.123147509,7.953272343
18,10700931,11609,35,0.517,0.517,0.190367212,0.202570849,7.917827368
19,82364982,21801,73,0.5405,0.5405,0.138876411,0.149529523,7.941286325
20,14078625,47338,0,0.517,0.517,0.17256233,0.210573393,7.945821285
21,15915309,4029,55,0.5875,0.5875,0.17721795,0.186435707,7.903264999
22,35364008,26954,18,0.6345,0.6345,0.182027162,0.172074771,7.914718628
23,30584035,1522,74,0.4465,0.4465,0.147994973,0.155555328,7.889113665
24,20060671,15022,78,0.5405,0.5405,0.152277798,0.17103481,7.933362007
25,11755040,36524,23,0.5405,0.5405,0.21141098,0.19987739,7.913671494
26,3385317,27190,77,0.564,0.564,0.205563005,0.192593875,7.911290407
27,95302892,47807,52,0.5405,0.5405,0.227309818,0.222275382,7.940882444
28,3362987,34396,84,0.47,0.47,0.194254952,0.190497516,7.92776823
29,23532887,45237,38,0.5875,0.5875,0.143141788,0.165355002,7.912765503
30,75048194,5462,85,0.517,0.517,0.134541439,0.151346282,7.941642046
31,60488097,22913,1,0.564,0.564,0.139741247,0.144853001,7.912023306
32,74987830,13562,48,0.517,0.517,0.130763661,0.139686483,7.916812897
33,94634817,37977,64,0.517,0.517,0.1534354,0.163285437,7.933579445
34,45001316,9985,6,0.5405,0.5405,0.132287584,0.12287319,7.943161726
35,39089281,16823,13,0.517,0.517,0.137011005,0.129450977,7.952404976
36,73162263,33905,32,0.564,0.564,0.158458824,0.164333109,7.942379713
37,61121540,23550,16,0.658,0.658,0.22158172,0.245267842,7.91492939
38,38073687,14439,10,0.4465,0.4465,0.169436923,0.167753591,7.890514135
39,83726204,28833,63,0.5875,0.5875,0.157137698,0.158126422,7.925634384
40,78247082,6139,93,0.5875,0.5875,0.173977578,0.152228135,7.936682701
41,97778935,35068,59,0.5405,0.5405,0.219911266,0.244079334,7.924193859
42,51834282,35862,16,0.5875,0.5875,0.206394627,0.228528244,7.929347992
43,64594548,41897,93,0.564,0.564,0.245025435,0.214204274,7.932172537
44,41951916,21346,43,0.564,0.564,0.153465692,0.132834901,7.921200037
45,31735226,2817,68,0.517,0.517,0.167021408,0.163619045,7.937123299
46,27916689,31521,11,0.5405,0.5405,0.136108924,0.15457059,7.931390762
47,96851985,28119,45,0.4935,0.4935,0.132523156,0.115978584,7.94610095
48,70629479,6076,18,0.5405,0.5405,0.213808621,0.192182838,7.909242392
49,12722164,4864,17,0.611,0.611,0.208496718,0.232046363,7.948126793
50,18743726,33262,86,0.5405,0.5405,0.120611643,0.127654208,7.937406778
51,73707692,11705,94,0.5405,0.5405,0.166871037,0.150759444,7.956537724
52,6277115,20272,35,0.611,0.611,0.152104919,0.161721591,7.938747644
53,12659653,39976,8,0.611,0.611,0.202465042,0.196551656,7.945037365
54,72521544,39857,52,0.4935,0.4935,0.192267553,0.184750637,7.904499054
55,69388131,6478,25,0.611,0.611,0.169828317,0.179080903,7.903894901
56,57595970,36885,40,0.564,0.564,0.205228656,0.207556722,7.876016617
