beta,tau_f_nmse_mean,tau_f_se_mean,nmse_mean,se_mean,tau_f_nmse_std,tau_f_se_std,nmse_std,se_std
1e-11,2.5424000000000007,2.6422800000000004,0.32646001668329483,0.24043890423530342,1.0886537557919875,1.1147988257977313,0.03610107330469911,0.006656357572365824
1.3599999999999999e-11,2.3471800000000003,2.59234,0.31999001530600957,0.24555155566010944,0.3399699207282902,0.5249052895523153,0.04386216992988789,0.0015596121889091981
1.72e-11,2.7013000000000003,2.8965200000000006,0.3490236253529455,0.24445438424915997,0.43010360379796864,0.4017964123782094,0.030909098379935374,0.004026239084271713
2.08e-11,1.38016,1.4800400000000002,0.29333995633339155,0.20871681044520166,1.2379723413711634,1.2792210336763543,0.10574496731692161,0.07664836254307335
2.4399999999999998e-11,1.6389400000000003,1.8750200000000001,0.3425440826497977,0.23200093816372613,1.113850857610659,1.3153861645919804,0.05807967518023195,0.026581769998160133
2.7999999999999997e-11,3.0145600000000004,3.1416800000000005,0.3232944135610675,0.24548861009077907,1.1303825073841156,1.1332507520403416,0.0598490807856096,0.005447938244969069
3.16e-11,2.2019,2.4652200000000004,0.3358910631514138,0.23975465783565106,0.7856955008144059,0.9586014067379622,0.022669460156126257,0.008134237948686252
3.52e-11,2.2745400000000005,2.3471800000000003,0.30824324313206986,0.23866464627125233,1.09542495087523,1.1046996456050848,0.01629117698646158,0.009079832207360552
3.88e-11,2.64682,2.8057200000000004,0.30904014683136133,0.24010900616784714,0.42242742216858997,0.4586860658446034,0.01825424932493384,0.008669825518931178
4.24e-11,1.7660600000000004,1.9612800000000001,0.3292490084811921,0.23860390703524856,1.0135747002564734,1.0487056054966046,0.055177607878983154,0.014169253238012608
4.5999999999999996e-11,1.7751400000000002,1.9703600000000003,0.32766971329266675,0.24216891678869,0.661501525319481,0.7531133400757154,0.016960002031315556,0.003612188774458067
4.9599999999999995e-11,2.6649800000000003,2.8602000000000007,0.3505200900726726,0.24726690182332842,0.5790947521779144,0.6243531732921681,0.02122444178409893,0.0037990470770462737
5.32e-11,2.4833800000000004,2.51516,0.28042141386024305,0.23402947395029106,1.1617655086117853,1.1547363045301728,0.030363485864411722,0.014156526078394476
5.6799999999999994e-11,2.4334400000000005,2.5333200000000002,0.32743964024408884,0.2386215790419798,1.287852446128826,1.2936610305640348,0.061005807318814206,0.0068279458127564864
