l,model_seed,train_index,test_index,tau_f_nmse,tau_f_se,nmse,se
0.0,53407830.0,96589.0,311.0,3.3369000000000004,4.1314,0.375771322166728,0.2449731487048468
1.0,83862356.0,98815.0,498.0,4.4038,4.5854,0.3804653694319397,0.24203654937920055
2.0,37536563.0,5790.0,484.0,2.5878,2.6559000000000004,0.3006664075500384,0.24274574007776759
3.0,70653380.0,56115.0,418.0,3.5185000000000004,3.6547,0.3577479169635736,0.23880779713109726
4.0,13082963.0,57596.0,42.0,3.0191000000000003,3.1780000000000004,0.3366950637277195,0.2396842986158895
5.0,87866308.0,50065.0,422.0,2.6105,2.9283,0.40918358549032485,0.2458896072897113
6.0,56362040.0,1575.0,315.0,2.7921,2.9964000000000004,0.3167906953820512,0.24544774959538113
7.0,27078737.0,74006.0,33.0,4.471900000000001,4.9713,0.35661648743047936,0.24955987787125739
8.0,5900931.0,5364.0,493.0,5.0167,5.3345,0.3923082528071599,0.2436838483050512
9.0,25636305.0,2223.0,246.0,2.5878,2.6559000000000004,0.3106694088268491,0.23218727762008673
10.0,90934740.0,94394.0,231.0,2.4516,2.6105,0.343538363713598,0.2483491304022762
11.0,21496049.0,2115.0,37.0,1.0442,1.1123,0.3426815553306221,0.22930692662591698
12.0,50281148.0,46780.0,319.0,3.2007000000000003,3.3369000000000004,0.35361580473640275,0.24306958989088862
13.0,9999057.0,3057.0,290.0,1.9068,1.9976,0.31969250812931255,0.23973234605904747
14.0,40757351.0,52407.0,403.0,1.9295000000000002,1.9976,0.3330031819878466,0.23404568718970714
15.0,72758749.0,88157.0,84.0,3.3596000000000004,3.4958,0.3297746707256163,0.24705636288285657
16.0,13590226.0,91141.0,262.0,2.4289,2.4970000000000003,0.31137937423966044,0.2338968629962473
17.0,71860760.0,4594.0,359.0,2.5878,2.7013000000000003,0.3425076001607055,0.23665507489706886
18.0,29880826.0,25425.0,412.0,3.9044000000000003,3.9725,0.29640908060992077,0.24117559724119228
19.0,53292941.0,72676.0,49.0,2.724,2.724,0.23776089593301986,0.2369975980694929
20.0,26391441.0,79344.0,166.0,3.2688,3.4277,0.35530720430634055,0.2421327363623367
21.0,86180421.0,95544.0,384.0,2.8602000000000003,2.9737,0.28438951924106937,0.24998796806151838
22.0,38709227.0,27296.0,347.0,3.8136,3.9044000000000003,0.2875927451908294,0.24503093819715804
23.0,10216640.0,35552.0,150.0,2.8375000000000004,2.9056,0.2921591926970205,0.23212580847910597
24.0,73505797.0,59458.0,435.0,3.5639000000000003,3.7682,0.3319958495509679,0.24325392813669625
25.0,31989050.0,21693.0,485.0,2.5197000000000003,2.5878,0.3189181097289348,0.2355231938005438
26.0,91609479.0,85703.0,403.0,1.8841,1.9749,0.3537202910610675,0.24794567071002493
27.0,40833354.0,38547.0,297.0,3.5866000000000002,3.7228000000000003,0.3237228660779636,0.243184685752466
28.0,41264855.0,87319.0,123.0,1.9749,2.1792000000000002,0.3889071963801932,0.2431094763051174
29.0,42827133.0,27886.0,339.0,2.3835,2.5651,0.3767958550885713,0.24926914176165496
30.0,33618726.0,392.0,9.0,2.6786000000000003,2.8148,0.35161376914441034,0.24525846556483502
31.0,66652003.0,87503.0,491.0,3.0191000000000003,3.3369000000000004,0.3709514159369194,0.24984257875296734
32.0,28504659.0,38834.0,424.0,2.7921,2.9737,0.4070801076073012,0.24916042969380206
33.0,61617659.0,88668.0,168.0,3.2234000000000003,3.3596000000000004,0.3839408990146051,0.24947867079252176
34.0,4297077.0,27285.0,292.0,2.9964000000000004,3.1326,0.3384442099705265,0.24735074355069536
35.0,11609295.0,35617.0,105.0,3.2688,3.3823000000000003,0.3347190235769701,0.2425644552265229
36.0,16601718.0,48847.0,62.0,1.4755,1.4755,0.24352722631449397,0.23437783349650398
37.0,17336070.0,21185.0,449.0,3.4504,3.6093,0.341263535939113,0.2439651592423506
38.0,8708879.0,55409.0,4.0,2.6105,2.724,0.3009103602593343,0.2454738017874536
39.0,11207869.0,96504.0,362.0,3.6547,3.7455000000000003,0.3093091388123835,0.2473647299715912
40.0,4519348.0,43640.0,485.0,3.7455000000000003,4.108700000000001,0.4020189761352093,0.24920343061886463
41.0,53982840.0,95979.0,253.0,3.4277,3.632,0.40148210127606526,0.2429426328154086
42.0,8290107.0,67135.0,334.0,2.1111,2.951,0.3810951872523311,0.24806522115158489
43.0,34452306.0,27636.0,362.0,3.2234000000000003,3.4731,0.3064370380576053,0.2486359273353834
44.0,98815745.0,61705.0,112.0,2.7694,2.9737,0.37815692069794427,0.23819935618819923
45.0,51703048.0,20797.0,486.0,2.5878,2.6559000000000004,0.29374561513835995,0.23419295847424404
46.0,50785184.0,91337.0,159.0,2.27,2.7694,0.30591634145283747,0.2483264257809982
47.0,81157124.0,2206.0,366.0,2.3608000000000002,2.5651,0.35767325925142746,0.24537420179108899
48.0,84058884.0,8358.0,447.0,4.8805000000000005,4.994000000000001,0.325337164212173,0.2436801045701072
49.0,27947285.0,55947.0,342.0,2.3381000000000003,2.4289,0.3342788631237202,0.24083697500819615
50.0,86222226.0,62343.0,425.0,2.5878,2.6105,0.25358175464262456,0.2477545609972596
51.0,91339846.0,96048.0,184.0,2.8148,2.9737,0.3182445514593015,0.2456732050092775
52.0,13194766.0,92168.0,102.0,3.2234000000000003,3.3823000000000003,0.3246725040941891,0.2460174734184575
53.0,62071245.0,4291.0,355.0,4.3357,4.4946,0.3673154889032675,0.23838973283349318
54.0,86117067.0,8051.0,125.0,2.951,3.0418000000000003,0.29535449596005353,0.24424670921612543
55.0,69363793.0,25464.0,161.0,4.4946,4.767,0.3670255852729492,0.24525242288033233
56.0,27907958.0,67943.0,472.0,2.5424,2.6332,0.3338826462556968,0.23321436034812693
57.0,75929950.0,52583.0,217.0,2.7467,3.4277,0.2996935404298334,0.24408854341292105
58.0,53378284.0,96602.0,387.0,2.2473,2.4062,0.3730367143465622,0.24824546053965985
59.0,13903731.0,78525.0,287.0,3.2915,3.4504,0.3334267294221787,0.24941705713419504
60.0,17991631.0,71937.0,319.0,2.0657,2.1565000000000003,0.32067198156531856,0.24162416471873224
61.0,55354838.0,98165.0,209.0,3.2688,3.4050000000000002,0.3447118190678469,0.2350756637932743
62.0,94384441.0,11648.0,214.0,2.1565000000000003,2.2246,0.3509323616151428,0.2450736876040765
63.0,52311080.0,71621.0,356.0,3.1780000000000004,3.3142,0.42970023310106886,0.247157525196601
64.0,86873832.0,12159.0,405.0,3.4958,3.5639000000000003,0.3086822963618119,0.2303122260419935
65.0,24683892.0,13419.0,471.0,2.2246,2.9056,0.36947999683656313,0.2458388154470678
66.0,98878386.0,92201.0,95.0,2.5878,2.7467,0.40692750502406344,0.24947742887207133
67.0,53268411.0,68208.0,200.0,2.7921,2.9056,0.3468614603298545,0.23159760554189945
68.0,19847889.0,66440.0,37.0,1.9295000000000002,2.2246,0.38999861518085405,0.24864750135172656
69.0,54678003.0,51723.0,224.0,3.3369000000000004,3.5185000000000004,0.3812464466337504,0.24097416016158027
70.0,93260554.0,34444.0,149.0,3.3142,3.3596000000000004,0.2927390882519204,0.23120908213038743
71.0,19498831.0,13856.0,453.0,2.7694,2.951,0.3280017891751317,0.2488149644332064
72.0,81935819.0,61907.0,470.0,3.0191000000000003,3.3823000000000003,0.3224510403597058,0.24723925525382795
73.0,94906568.0,33895.0,293.0,2.9964000000000004,3.2915,0.37465553378942795,0.24945176794117385
74.0,65787930.0,98908.0,386.0,2.0657,2.1792000000000002,0.36856372270062326,0.2427268190034867
75.0,86158507.0,16874.0,308.0,3.3142,3.3823000000000003,0.29146071395163514,0.23922517293087797
76.0,52735946.0,73960.0,91.0,4.086,4.2449,0.37777159263019966,0.24473101635103728
77.0,17511456.0,3115.0,263.0,3.9271000000000003,4.0633,0.3281536534661543,0.24712697031993422
78.0,18308113.0,19780.0,270.0,2.951,3.1099,0.35259386525046144,0.24242487671272128
79.0,57452298.0,14601.0,214.0,2.2246,2.2927,0.32393606196798985,0.22795252577213249
80.0,42663079.0,49551.0,168.0,3.6093,3.8817000000000004,0.4342094239578838,0.24981105475911802
81.0,34150440.0,65651.0,316.0,3.1780000000000004,3.3823000000000003,0.2922260666602062,0.24422736238913284
82.0,45425646.0,85010.0,137.0,2.9964000000000004,3.1326,0.31092079360014846,0.2462466137892903
83.0,30169117.0,65463.0,375.0,3.2461,3.5412000000000003,0.33286462546361034,0.2493113241661957
84.0,86475290.0,8291.0,417.0,3.5185000000000004,3.632,0.32296104717273577,0.24398256136397226
85.0,7128708.0,97880.0,313.0,2.5651,2.6559000000000004,0.30811796599175295,0.24798116881387247
86.0,60083151.0,66747.0,242.0,2.9964000000000004,3.1326,0.3168531150586511,0.24446647270724567
87.0,83037202.0,20791.0,460.0,3.3369000000000004,3.4277,0.31072495194584804,0.2479457905759027
88.0,38426254.0,31952.0,413.0,3.0191000000000003,3.4504,0.34889833265826975,0.2457263937822104
89.0,76749546.0,5031.0,177.0,3.9498,4.086,0.34804773531343003,0.2472419288268643
90.0,60307462.0,13077.0,158.0,2.3608000000000002,2.4516,0.325944745292784,0.2426199543377331
91.0,69620007.0,23646.0,142.0,2.3381000000000003,2.4516,0.37075793943719204,0.2410627280350592
92.0,31576092.0,90826.0,318.0,2.3154000000000003,2.4062,0.33591941636671807,0.23643869865573378
93.0,43818382.0,26357.0,457.0,2.4970000000000003,2.5651,0.28851535451272686,0.239917769919599
94.0,72540936.0,27751.0,148.0,2.4970000000000003,2.6105,0.3397644697397448,0.23768058354316843
95.0,51035708.0,38957.0,438.0,3.3369000000000004,3.5866000000000002,0.3929737154493598,0.24950430772182158
96.0,13197797.0,73599.0,308.0,3.2234000000000003,3.3369000000000004,0.29618211269918393,0.24389323260503623
97.0,9629968.0,41290.0,171.0,3.2461,3.3142,0.3330398475645719,0.23619325033465136
98.0,6603608.0,72202.0,2.0,2.5878,2.6559000000000004,0.2981101211039044,0.24576147467674817
99.0,81024018.0,68692.0,325.0,4.2449,4.3811,0.3020335401248258,0.24334207780127876
100.0,78549684.0,78973.0,253.0,2.9737,3.7682,0.4036882988677832,0.24905958462960356
101.0,11605967.0,92388.0,312.0,2.1338,2.4062,0.3911180254492522,0.24818470693554248
102.0,66637987.0,93000.0,142.0,2.5878,2.6786000000000003,0.3577925694370327,0.24223169185754764
103.0,27169257.0,60182.0,232.0,1.362,1.4755,0.3557348790172911,0.24449450334615852
104.0,21518605.0,92153.0,319.0,2.2927,2.4062,0.33812110206074436,0.24443820450281728
105.0,73859985.0,32555.0,463.0,2.9964000000000004,3.1553,0.3154938531418444,0.2440668302031938
106.0,32265657.0,71841.0,339.0,2.8602000000000003,3.5412000000000003,0.37116874100799785,0.23658239543092768
107.0,97311176.0,34651.0,250.0,2.724,2.9283,0.3861815297527676,0.2468173999319816
108.0,14580912.0,43304.0,228.0,1.2712,1.362,0.3036293295573701,0.24173235175140687
109.0,32936885.0,44104.0,52.0,3.0645000000000002,3.8363,0.41392146346424963,0.24996047107677935
110.0,7681055.0,63910.0,425.0,2.951,2.9964000000000004,0.2608136095828781,0.2427126633481588
111.0,303543.0,61197.0,366.0,2.0657,2.1792000000000002,0.3453594017580399,0.2336207070202035
112.0,7165624.0,51213.0,432.0,2.0203,2.1338,0.36076796125004695,0.24440716328466439
113.0,40792686.0,925.0,366.0,1.9976,2.0884,0.347483995684184,0.23220722591472426
114.0,58262393.0,27925.0,295.0,2.8375000000000004,2.8829000000000002,0.28369397708421584,0.24851158415976055
115.0,91394493.0,37373.0,253.0,3.4277,3.6093,0.4108283268763394,0.24607112819638344
116.0,14848461.0,23411.0,140.0,3.0418000000000003,3.1326,0.301656103483223,0.24076038890908277
117.0,73719525.0,93455.0,462.0,1.5436,1.6344,0.3212689524315626,0.23798313833805784
118.0,97534721.0,53668.0,277.0,1.8387000000000002,1.8614000000000002,0.27495999447749936,0.2346869716667133
119.0,33585516.0,51112.0,122.0,3.8136,3.9952,0.3810348086865301,0.2432342627921563
120.0,89974577.0,94463.0,267.0,2.2927,2.27,0.24206388785236366,0.25937773435763345
121.0,1100796.0,65606.0,224.0,2.9056,3.0418000000000003,0.36180600332938223,0.24029440894648893
122.0,46702893.0,96997.0,18.0,2.724,2.8829000000000002,0.43931987048724963,0.23688622965818212
123.0,21976065.0,19495.0,267.0,2.7921,2.8148,0.2543292039819228,0.246926402447228
124.0,79510340.0,42978.0,440.0,3.8136,3.9271000000000003,0.302291134547691,0.24640676816606508
125.0,12660351.0,23668.0,275.0,4.4492,4.630800000000001,0.3527640570494425,0.24776376129850605
126.0,44516802.0,40533.0,55.0,3.4731,3.7909,0.3941275242307998,0.2491611326131137
127.0,47049656.0,3340.0,427.0,3.2461,3.3369000000000004,0.34517541048168116,0.23740779283239136
128.0,96524073.0,8049.0,340.0,2.7467,2.8829000000000002,0.3656254779714722,0.23517952351270455
129.0,34649814.0,94371.0,345.0,2.6559000000000004,2.7921,0.3519337266584071,0.2463713215571154
130.0,40394618.0,97657.0,296.0,4.086,4.108700000000001,0.2611365395404593,0.2382394030117292
131.0,37442347.0,34562.0,299.0,3.0645000000000002,3.1553,0.307758145110666,0.2394769187083452
132.0,50131926.0,56559.0,145.0,2.5197000000000003,2.6105,0.3211974194557203,0.23294015333577395
133.0,93241787.0,31280.0,295.0,2.7694,2.7921,0.27019019167189756,0.23380364215054922
134.0,67124911.0,56401.0,461.0,2.5197000000000003,2.7013000000000003,0.33641676322252434,0.24914555259445798
135.0,35157839.0,72977.0,382.0,2.6332,2.7694,0.36308370654501787,0.24110161214749
136.0,71906802.0,43706.0,172.0,2.4062,2.4970000000000003,0.3066578678190896,0.24288528606183502
137.0,87886600.0,66887.0,417.0,2.6105,2.7467,0.3165803565362581,0.2432876705284733
138.0,60409957.0,35768.0,203.0,3.4504,3.5866000000000002,0.36850095573596253,0.24626919550327714
139.0,5445633.0,17987.0,172.0,3.7001000000000004,3.9044000000000003,0.3268513318428188,0.2465643146118418
140.0,53763070.0,87924.0,435.0,4.471900000000001,4.6535,0.3745060885764449,0.24906720409540203
