l,model_seed,train_index,test_index,tau_f_nmse,tau_f_se,nmse,se
0.0,60357885.0,132310.0,657.0,9.664200000000001,9.6278,0.0425673980382639,0.06259392909944875
1.0,74718631.0,66195.0,3345.0,6.8068,6.734,0.0476771236559856,0.08490273331996231
2.0,70844916.0,86490.0,1750.0,7.2618,12.0302,0.038653654688124484,0.0461522690658631
3.0,2396204.0,34948.0,845.0,10.3194,12.1394,0.03738653914967785,0.040047520505894225
4.0,60999366.0,123320.0,2580.0,11.921000000000001,11.8482,0.04949723120309529,0.14810928351780123
5.0,5981193.0,7869.0,3955.0,11.2112,11.193000000000001,0.0424375432401487,0.05852409146187376
6.0,1512655.0,125428.0,658.0,8.8452,8.8088,0.04431785212180124,0.07265249588760676
7.0,38341245.0,74938.0,1903.0,10.6652,10.6106,0.04777405171791528,0.1434005474099542
8.0,54479248.0,142057.0,3516.0,10.9564,11.5024,0.023137102033684395,0.03462681928294548
9.0,53272699.0,84860.0,3038.0,13.0676,13.0312,0.04947936868417883,0.08506608718733309
10.0,93110482.0,150751.0,3179.0,10.410400000000001,10.374,0.04141264794345387,0.06617069147291128
11.0,38451817.0,76172.0,3969.0,11.375,11.338600000000001,0.04041209564280439,0.0721934055776199
12.0,21557206.0,151955.0,2754.0,15.7066,15.670200000000001,0.03600032893543313,0.09030690053223128
13.0,94744262.0,12411.0,2011.0,9.6278,9.5732,0.04188377568250163,0.08377943201518404
14.0,63969036.0,10992.0,3826.0,11.0474,10.9928,0.04560504599678459,0.12197859652928938
15.0,40099417.0,58431.0,3949.0,10.428600000000001,10.4468,0.0512337082973562,0.04416710129860354
16.0,11633261.0,87310.0,2346.0,9.9008,9.9008,0.04909017610239689,0.04342825595054431
17.0,50325012.0,104228.0,1699.0,11.921000000000001,11.902800000000001,0.04104561580292458,0.0542333805263445
18.0,45117600.0,156407.0,1356.0,9.227400000000001,9.1728,0.04703996739417013,0.21328841584233404
19.0,662826.0,67423.0,521.0,9.4276,9.4094,0.04443462586794753,0.06632551614881924
20.0,2343037.0,9262.0,695.0,9.2456,11.0474,0.03078655974769711,0.03995045065704113
21.0,82993047.0,69588.0,428.0,10.865400000000001,10.8108,0.047109833534899455,0.1840572488582938
22.0,81820327.0,162550.0,808.0,7.2618,7.170800000000001,0.0425109484575206,0.5625845268075926
23.0,24217445.0,86618.0,4308.0,9.991800000000001,9.9372,0.04752865161832899,0.11742896136582044
24.0,966959.0,61827.0,4618.0,10.6106,10.556000000000001,0.049645221418348554,0.17666282566580085
25.0,77083100.0,106186.0,999.0,11.557,11.5388,0.0368550058724552,0.06160141870381537
26.0,53491269.0,142454.0,2894.0,10.0646,11.284,0.050374543788133996,0.04962198917239123
27.0,83467456.0,178793.0,2821.0,9.7188,10.9382,0.03458571447501835,0.03888035255967078
28.0,81245516.0,47443.0,4108.0,10.5378,10.5014,0.04999154918367666,0.05900309888532634
29.0,34256611.0,85501.0,1057.0,9.8462,9.7916,0.045658519478889936,0.10887891926008951
30.0,53089239.0,109876.0,1457.0,9.919,9.8644,0.04680132730046186,0.10416376866939235
31.0,21176096.0,174312.0,1751.0,9.518600000000001,9.4822,0.043926085266965065,0.10105668812098899
32.0,49859263.0,91406.0,4827.0,9.7552,9.7188,0.042999848277820704,0.06608430412952214
33.0,27747372.0,124409.0,439.0,11.8118,11.775400000000001,0.04381699907629128,0.07292120603030419
34.0,7556985.0,35624.0,4988.0,10.0464,10.01,0.041288325127389745,0.07674573967054153
35.0,46907644.0,30373.0,1932.0,7.462000000000001,11.0656,0.0445922987557463,0.047907227047995785
36.0,80484964.0,171127.0,2252.0,7.4984,7.4074,0.04708764242450547,0.4087931197051582
37.0,58889929.0,124583.0,4864.0,12.0302,11.9938,0.03416045881234644,0.09680111625953512
38.0,21689624.0,100126.0,2682.0,11.2658,11.2294,0.04863359181000557,0.08561638699881259
39.0,25655375.0,155547.0,1004.0,8.2446,11.2658,0.04857055564532138,0.04424962416878177
40.0,89110021.0,90636.0,1704.0,10.1556,11.3932,0.04256456597444519,0.045694063342963935
41.0,56847066.0,112525.0,117.0,10.3194,10.3012,0.040128236298286137,0.07402449722452496
42.0,40943468.0,140186.0,4158.0,10.7744,10.738000000000001,0.04171252846085727,0.07577930098760892
43.0,42252708.0,133422.0,4246.0,9.5914,12.012,0.03186892262012583,0.04620320616484907
44.0,36196814.0,65716.0,3355.0,8.626800000000001,10.4468,0.04320072569493336,0.04167381834561627
45.0,77087465.0,25178.0,285.0,9.4276,10.01,0.0330598180229044,0.040113733891276815
46.0,37036917.0,73475.0,2966.0,11.5206,12.7218,0.03129449534958834,0.03617655936443787
47.0,48900050.0,18347.0,4217.0,8.335600000000001,11.3568,0.04387631713810515,0.04743797332290528
48.0,85439411.0,52676.0,1506.0,10.865400000000001,10.8472,0.03874677817847916,0.05205733449194986
49.0,48365212.0,137628.0,2462.0,9.081800000000001,12.667200000000001,0.043022876951933645,0.04416026050264039
50.0,14380679.0,53333.0,1996.0,9.646,9.6096,0.03503999130847313,0.08792797689469199
51.0,56931582.0,36093.0,2480.0,8.1172,8.0626,0.04764037661227444,0.10594675370071385
52.0,70851509.0,57165.0,782.0,10.5196,11.739,0.032108740614585976,0.03552828285375084
53.0,10540919.0,31604.0,1201.0,10.5014,10.465,0.04171801063904115,0.10359267997062836
54.0,95102733.0,5752.0,3585.0,11.9574,12.4852,0.041136953881372285,0.04243487379007292
55.0,82360131.0,153149.0,702.0,11.029200000000001,10.9746,0.04705742023315779,0.15043338653200988
56.0,1965984.0,48706.0,102.0,10.4468,10.410400000000001,0.036800612424748025,0.07645900045847231
57.0,98771599.0,107281.0,1595.0,10.3376,11.5752,0.04536870348747152,0.04884470889460271
58.0,11215213.0,26050.0,2566.0,7.5166,11.1384,0.036936647080333895,0.04513142592215153
59.0,37391262.0,47933.0,2439.0,6.934200000000001,11.1384,0.06028716240152933,0.045205665490366205
60.0,96102833.0,78075.0,401.0,8.026200000000001,7.9352,0.04589285087925502,0.2390401856685849
61.0,51120241.0,109069.0,366.0,12.74,12.7582,0.054762450760542467,0.04912586963333209
62.0,38190322.0,177266.0,3555.0,8.608600000000001,11.629800000000001,0.039154647036626744,0.040617625738497615
63.0,80122470.0,84146.0,1666.0,8.827,11.2476,0.038657213947423594,0.043719098210399564
64.0,63618885.0,123933.0,459.0,8.099,9.919,0.03380650740925356,0.044249227089158544
65.0,86404658.0,1891.0,2094.0,10.374,10.3558,0.03825809374185797,0.06497622713450771
66.0,71079490.0,32730.0,2652.0,10.9564,10.9018,0.044466024308843485,0.09924588097261278
67.0,23519673.0,135829.0,2828.0,12.74,13.9412,0.05434870338385576,0.04862137122515398
68.0,47957708.0,172431.0,3286.0,9.5914,9.555,0.03545063471247655,0.10594066147034847
69.0,9222573.0,61249.0,3265.0,9.6096,10.829,0.04745637890412067,0.04724782867627759
70.0,85123970.0,24798.0,3467.0,11.284,11.2658,0.044536875105624214,0.054958198463430925
