D_r,B,beta,tau_f_nmse_mean,tau_f_se_mean,nmse_mean,se_mean,tau_f_nmse_std,tau_f_se_std,nmse_std,se_std
16384,1,9.28e-08,5.050500000000001,5.523700000000001,0.04754731816427738,0.082093404074136,1.1625376893569515,1.202433826589789,0.018894752646944603,0.06096327400957015
