l,model_seed,train_index,test_index,tau_f_nmse,tau_f_se,nmse,se
0.0,56897399.0,52954.0,47.0,5.9474,6.0155,0.28669368665495315,0.23963828917790092
1.0,20063529.0,82822.0,114.0,8.3763,8.5352,0.339818684982321,0.24859620173959412
2.0,81078531.0,71684.0,90.0,4.994000000000001,5.1302,0.2907407674783989,0.24290693505151034
3.0,58216553.0,10615.0,254.0,5.357200000000001,5.3799,0.2573383582128187,0.2384483648988375
4.0,48479142.0,18062.0,200.0,3.7228000000000003,5.8566,0.32997026194371826,0.236706215172341
5.0,35246066.0,45774.0,189.0,5.1075,5.2437000000000005,0.348525851279226,0.2423858692431369
6.0,62302386.0,21535.0,252.0,6.3106,6.4468000000000005,0.3333530192276389,0.24629808475136178
7.0,61015600.0,79910.0,182.0,5.6977,6.1290000000000004,0.3645040054028673,0.24886538423962387
8.0,12481983.0,5995.0,288.0,7.4229,7.5137,0.3176603439436539,0.2446138203119046
9.0,6694377.0,26926.0,136.0,4.8578,5.1075,0.36600787090430587,0.24660993443042917
10.0,94803144.0,97973.0,8.0,6.083600000000001,6.1290000000000004,0.2775769590276058,0.2382847377348349
11.0,56813407.0,87056.0,155.0,5.2437000000000005,5.448,0.4011766369845218,0.23688712209582025
12.0,27231009.0,89174.0,304.0,4.994000000000001,5.1075,0.3321571091197566,0.246267552464183
13.0,7411967.0,67733.0,411.0,6.2652,6.719200000000001,0.3023972211946948,0.2446992233167488
14.0,40905455.0,88992.0,77.0,5.5615000000000006,5.6296,0.29212394879402837,0.2475920874470866
15.0,60107473.0,42561.0,229.0,6.583,6.8554,0.3351723891264787,0.24705869649875842
16.0,41286377.0,57019.0,89.0,4.2903,4.8805000000000005,0.40731454627210834,0.24092574148598817
17.0,93434663.0,30545.0,254.0,4.54,4.630800000000001,0.29607611401223105,0.24044145261519426
18.0,11401445.0,64683.0,83.0,5.6296,5.720400000000001,0.3091561069757838,0.24356702711905295
19.0,95590053.0,72842.0,130.0,6.401400000000001,6.5376,0.32462153863816046,0.24785808585420188
20.0,84897790.0,1326.0,9.0,6.583,6.764600000000001,0.3454137823858841,0.24276311077348398
21.0,95685470.0,8239.0,298.0,4.8578,4.9713,0.388775804928356,0.23416085641654588
22.0,54511987.0,46078.0,145.0,5.0167,5.7658000000000005,0.3301071777548442,0.24347937349587132
23.0,51265237.0,31499.0,456.0,3.8363,3.9725,0.37409052081175365,0.24414073560402538
24.0,76187005.0,34586.0,188.0,4.6535,4.789700000000001,0.350059704082841,0.24166683699366773
25.0,67270599.0,83212.0,308.0,5.0394000000000005,5.1302,0.32246661539707266,0.2376481190903661
26.0,73067902.0,65247.0,149.0,3.9952,4.0406,0.27690202268624525,0.24688034401909784
27.0,23611138.0,67781.0,347.0,6.1063,6.2652,0.313390324365685,0.24494025259529614
28.0,98614537.0,85563.0,411.0,6.1063,6.560300000000001,0.3127401243019017,0.2490901446623111
29.0,37213612.0,79899.0,361.0,5.9474,5.9701,0.25806367151967197,0.23182729974200605
30.0,59972091.0,43459.0,46.0,6.038200000000001,6.4241,0.3269114895471673,0.2470306042990853
31.0,28157970.0,59721.0,100.0,6.2879000000000005,6.7419,0.34876103654314594,0.24074662096483102
32.0,46198595.0,48988.0,206.0,4.835100000000001,4.8805000000000005,0.2739711649180674,0.24051249742019684
